day,time,open,high,low,close,0
2019.09.01,19:23,10.010840,10.010940,10.010840,10.010840,0
2019.09.01,19:24,10.010730,10.011850,10.010540,10.011040,0
2019.09.01,19:25,10.011040,10.011190,10.010840,10.011140,0
2019.09.01,19:26,10.011240,10.011240,10.010730,10.011040,0
2019.09.01,19:27,10.010840,10.011040,10.010840,10.010940,0
2019.09.01,19:28,10.011040,10.011140,10.010840,10.010940,0
2019.09.01,19:29,10.011040,10.011140,10.010840,10.011140,0
2019.09.01,19:30,10.011040,10.011130,10.010820,10.011130,0
2019.09.01,19:31,10.011040,10.011140,10.011040,10.011140,0
2019.09.01,19:32,10.011140,10.011240,10.011140,10.011140,0
2019.09.01,19:33,10.011240,10.011540,10.011240,10.011340,0
2019.09.01,19:34,10.011440,10.011440,10.011340,10.011340,0
2019.09.01,19:35,10.011440,10.011640,10.011440,10.011640,0
2019.09.01,19:36,10.011740,10.011740,10.011240,10.011340,0
2019.09.01,19:37,10.011340,10.011440,10.011030,10.011030,0
2019.09.01,19:38,10.011130,10.011630,10.010790,10.011140,0
2019.09.01,19:39,10.011140,10.011240,10.011040,10.011040,0
2019.09.01,19:40,10.011140,10.011640,10.011140,10.011640,0
2019.09.01,19:41,10.011740,10.011740,10.011340,10.011340,0
2019.09.01,19:42,10.011240,10.011440,10.011240,10.011440,0
2019.09.01,19:43,10.011340,10.011540,10.011140,10.011440,0
2019.09.01,19:44,10.011440,10.011640,10.011440,10.011640,0
2019.09.01,19:45,10.011530,10.011840,10.011530,10.011840,0
2019.09.01,19:46,10.011740,10.011740,10.011440,10.011540,0
2019.09.01,19:47,10.011540,10.011540,10.011440,10.011440,0
2019.09.01,19:48,10.011440,10.011440,10.010710,10.010980,0
2019.09.01,19:49,10.011110,10.011640,10.010860,10.011640,0
2019.09.01,19:50,10.011440,10.011940,10.010230,10.011840,0
2019.09.01,19:51,10.011040,10.011640,10.011040,10.011640,0
2019.09.01,19:52,10.011540,10.011940,10.011530,10.011940,0
2019.09.01,19:53,10.011830,10.011830,10.010440,10.010450,0
2019.09.01,19:54,10.010650,10.011740,10.010330,10.010670,0
2019.09.01,19:55,10.010670,10.016990,10.010670,10.013640,0
2019.09.01,19:56,10.013740,10.014680,10.012340,10.012440,0
2019.09.01,19:57,10.012440,10.012440,10.012400,10.012400,0
2019.09.01,19:58,10.013440,10.013440,10.012440,10.013340,0
2019.09.01,19:59,10.013440,10.013840,10.013430,10.013840,0
2019.09.01,20:00,10.015240,10.019740,10.013640,10.019740,0
2019.09.01,20:01,10.019540,10.024340,10.019540,10.024190,0
2019.09.01,20:02,10.024220,10.026140,10.024170,10.025540,0
2019.09.01,20:03,10.025540,10.025840,10.025040,10.025730,0
2019.09.01,20:04,10.025630,10.025840,10.024940,10.025640,0
2019.09.01,20:05,10.025440,10.025630,10.024940,10.025340,0
2019.09.01,20:06,10.025240,10.025840,10.025040,10.025630,0
2019.09.01,20:07,10.025540,10.025840,10.025240,10.025640,0
2019.09.01,20:08,10.025540,10.025940,10.025140,10.025340,0
2019.09.01,20:09,10.025340,10.025640,10.024940,10.025240,0
2019.09.01,20:10,10.025140,10.025640,10.024940,10.025040,0
2019.09.01,20:11,10.025140,10.025940,10.024840,10.025340,0
2019.09.01,20:12,10.025240,10.025640,10.025040,10.025230,0
2019.09.01,20:13,10.025140,10.025640,10.025040,10.025240,0
2019.09.01,20:14,10.025140,10.025540,10.024940,10.025140,0
2019.09.01,20:15,10.025040,10.025640,10.025030,10.025240,0
2019.09.01,20:16,10.025340,10.025740,10.025240,10.025240,0
2019.09.01,20:17,10.025240,10.025640,10.024340,10.025240,0
2019.09.01,20:18,10.025040,10.025840,10.025040,10.025040,0
2019.09.01,20:19,10.025140,10.025740,10.024940,10.025440,0
2019.09.01,20:20,10.025340,10.025740,10.024940,10.025040,0
2019.09.01,20:21,10.024940,10.025240,10.024740,10.024830,0
2019.09.01,20:22,10.024740,10.025140,10.024540,10.024540,0
2019.09.01,20:23,10.024440,10.025540,10.024340,10.025340,0
2019.09.01,20:24,10.025240,10.025640,10.024740,10.025340,0
2019.09.01,20:25,10.025240,10.025940,10.025240,10.025540,0
2019.09.01,20:26,10.025640,10.026140,10.025140,10.025840,0
2019.09.01,20:27,10.025740,10.026240,10.025340,10.025940,0
2019.09.01,20:28,10.025840,10.025940,10.025340,10.025640,0
2019.09.01,20:29,10.025660,10.025980,10.025110,10.025300,0
2019.09.01,20:30,10.025140,10.027500,10.024740,10.027500,0
2019.09.01,20:31,10.026240,10.026840,10.024940,10.025640,0
2019.09.01,20:32,10.025840,10.026540,10.025140,10.026540,0
2019.09.01,20:33,10.026440,10.027940,10.024730,10.027800,0
2019.09.01,20:34,10.027800,10.027800,10.024840,10.027440,0
2019.09.01,20:35,10.027440,10.028010,10.024930,10.027870,0
2019.09.01,20:36,10.027540,10.028090,10.023730,10.025940,0
2019.09.01,20:37,10.026220,10.028230,10.024490,10.025340,0
2019.09.01,20:38,10.027040,10.028030,10.023810,10.024130,0
2019.09.01,20:39,10.026090,10.028510,10.023690,10.024840,0
2019.09.01,20:40,10.026530,10.027630,10.024280,10.025040,0
2019.09.01,20:41,10.026230,10.027380,10.025240,10.025240,0
2019.09.01,20:42,10.025340,10.028290,10.025230,10.027290,0
2019.09.01,20:43,10.025930,10.028290,10.024580,10.027850,0
2019.09.01,20:44,10.026640,10.028290,10.023700,10.028190,0
2019.09.01,20:45,10.027140,10.027510,10.025090,10.026600,0
2019.09.01,20:46,10.026480,10.026480,10.024420,10.024770,0
2019.09.01,20:47,10.026200,10.028210,10.024140,10.024740,0
2019.09.01,20:48,10.026740,10.028290,10.024900,10.025270,0
2019.09.01,20:49,10.025270,10.026240,10.025240,10.025240,0
2019.09.01,20:50,10.026330,10.026700,10.025140,10.025240,0
2019.09.01,20:51,10.025440,10.026790,10.024090,10.026170,0
2019.09.01,20:52,10.026520,10.026520,10.025140,10.025440,0
2019.09.01,20:53,10.025640,10.025740,10.024640,10.024840,0
2019.09.01,20:54,10.025900,10.028410,10.025550,10.026560,0
2019.09.01,20:55,10.026560,10.028330,10.026560,10.028330,0
2019.09.01,20:56,10.028240,10.028540,10.028040,10.028540,0
2019.09.01,20:57,10.028440,10.029040,10.028240,10.029040,0
2019.09.01,20:58,10.028940,10.028940,10.028040,10.028530,0
2019.09.01,20:59,10.028640,10.028640,10.027940,10.028440,0
2019.09.01,21:00,10.028340,10.028640,10.027130,10.028540,0
2019.09.01,21:01,10.028640,10.028640,10.027530,10.027530,0
2019.09.01,21:02,10.028040,10.028040,10.027440,10.027440,0
2019.09.01,21:03,10.027340,10.027830,10.026840,10.026840,0
2019.09.01,21:04,10.027720,10.028130,10.026890,10.026890,0
2019.09.01,21:05,10.026800,10.027340,10.026800,10.027030,0
2019.09.01,21:06,10.026940,10.028040,10.026940,10.027140,0
2019.09.01,21:07,10.027140,10.027440,10.026740,10.027030,0
2019.09.01,21:08,10.026940,10.027540,10.026940,10.026940,0
2019.09.01,21:09,10.026940,10.027440,10.026840,10.026840,0
2019.09.01,21:10,10.026840,10.027440,10.026740,10.026940,0
2019.09.01,21:11,10.026940,10.027640,10.026940,10.027230,0
2019.09.01,21:12,10.027140,10.027340,10.026840,10.027040,0
2019.09.01,21:13,10.026840,10.027180,10.026840,10.027120,0
2019.09.01,21:14,10.027120,10.027640,10.027120,10.027240,0
2019.09.01,21:15,10.027240,10.027240,10.026800,10.026820,0
2019.09.01,21:16,10.026820,10.026900,10.026820,10.026890,0
2019.09.01,21:17,10.026900,10.027260,10.026610,10.027180,0
2019.09.01,21:18,10.027190,10.027190,10.027190,10.027190,0
2019.09.01,21:21,10.027240,10.027240,10.027240,10.027240,0
2019.09.01,21:22,10.027190,10.027190,10.027190,10.027190,0
2019.09.01,21:24,10.027310,10.027370,10.027290,10.027290,0
2019.09.01,21:25,10.027410,10.027410,10.027270,10.027280,0
2019.09.01,21:26,10.027200,10.027200,10.027050,10.027060,0
2019.09.01,21:27,10.027160,10.027210,10.027160,10.027210,0
2019.09.01,21:28,10.027290,10.027290,10.027180,10.027270,0
2019.09.01,21:29,10.027440,10.027540,10.027300,10.027300,0
2019.09.01,21:30,10.027350,10.027810,10.027350,10.027810,0
2019.09.01,21:31,10.028000,10.028030,10.027850,10.027880,0
2019.09.01,21:32,10.027750,10.028260,10.027750,10.027810,0
2019.09.01,21:33,10.027690,10.027690,10.027550,10.027550,0
2019.09.01,21:34,10.027450,10.027450,10.027370,10.027370,0
2019.09.01,21:35,10.027360,10.027360,10.027360,10.027360,0
2019.09.01,21:36,10.027370,10.027400,10.027290,10.027320,0
2019.09.01,21:37,10.027320,10.027320,10.027180,10.027190,0
2019.09.01,21:38,10.027190,10.027350,10.027190,10.027340,0
2019.09.01,21:39,10.027350,10.027350,10.023240,10.024230,0
2019.09.01,21:40,10.024240,10.024320,10.024190,10.024190,0
2019.09.01,21:41,10.024170,10.025060,10.023840,10.024240,0
2019.09.01,21:42,10.024340,10.024440,10.023840,10.024340,0
2019.09.01,21:43,10.024040,10.024340,10.023740,10.024230,0
2019.09.01,21:44,10.024340,10.024940,10.023740,10.024940,0
2019.09.01,21:45,10.024740,10.024850,10.024350,10.024540,0
2019.09.01,21:46,10.024540,10.024540,10.012020,10.021990,0
2019.09.01,21:47,10.021990,10.022340,10.021480,10.021940,0
2019.09.01,21:48,10.021840,10.021940,10.021450,10.021940,0
2019.09.01,21:49,10.022040,10.022340,10.021500,10.022340,0
2019.09.01,21:50,10.022340,10.022440,10.021750,10.022010,0
2019.09.01,21:51,10.022010,10.022940,10.022010,10.022640,0
2019.09.01,21:52,10.022640,10.023340,10.022640,10.022830,0
2019.09.01,21:53,10.022830,10.023340,10.022640,10.023140,0
2019.09.01,21:54,10.023040,10.023640,10.022940,10.022940,0
2019.09.01,21:55,10.023040,10.023840,10.022930,10.023430,0
2019.09.01,21:56,10.023430,10.023940,10.023340,10.023340,0
2019.09.01,21:57,10.023340,10.024240,10.023240,10.023540,0
2019.09.01,21:58,10.023640,10.024340,10.023130,10.023130,0
2019.09.01,21:59,10.023030,10.023440,10.022840,10.022840,0
2019.09.01,22:00,10.022740,10.023760,10.022200,10.023400,0
2019.09.01,22:01,10.023360,10.023360,10.021740,10.022630,0
2019.09.01,22:02,10.022440,10.023140,10.021230,10.021230,0
2019.09.01,22:03,10.021230,10.022040,10.021230,10.021640,0
2019.09.01,22:04,10.021640,10.021640,10.021040,10.021440,0
2019.09.01,22:05,10.021440,10.021540,10.019220,10.020740,0
2019.09.01,22:06,10.020740,10.021040,10.020340,10.020380,0
2019.09.01,22:07,10.020380,10.021140,10.019640,10.020130,0
2019.09.01,22:08,10.020130,10.020740,10.019940,10.020040,0
2019.09.01,22:09,10.020040,10.020640,10.020040,10.020130,0
2019.09.01,22:10,10.019940,10.020840,10.019910,10.020440,0
2019.09.01,22:11,10.020540,10.020740,10.020140,10.020240,0
2019.09.01,22:12,10.020340,10.021030,10.020200,10.020540,0
2019.09.01,22:13,10.020440,10.021650,10.019870,10.021550,0
2019.09.01,22:14,10.021240,10.022540,10.020330,10.020840,0
2019.09.01,22:15,10.020840,10.021140,10.020640,10.020840,0
2019.09.01,22:16,10.021050,10.021300,10.020330,10.021140,0
2019.09.01,22:17,10.021040,10.021640,10.020940,10.021640,0
2019.09.01,22:18,10.021540,10.021840,10.021200,10.021540,0
2019.09.01,22:19,10.021430,10.021640,10.021290,10.021340,0
2019.09.01,22:20,10.021290,10.021340,10.021280,10.021290,0
2019.09.01,22:21,10.021290,10.021290,10.021290,10.021290,0
2019.09.01,22:22,10.021290,10.021290,10.020990,10.021140,0
2019.09.01,22:23,10.021140,10.021330,10.020980,10.021110,0
2019.09.01,22:24,10.021040,10.021140,10.021010,10.021010,0
2019.09.01,22:25,10.021010,10.021020,10.021010,10.021020,0
2019.09.01,22:26,10.021020,10.021440,10.021020,10.021380,0
2019.09.01,22:27,10.021380,10.021450,10.021380,10.021430,0
2019.09.01,22:28,10.021430,10.021430,10.021430,10.021430,0
2019.09.01,22:29,10.021430,10.021530,10.020390,10.021000,0
2019.09.01,22:30,10.021000,10.021740,10.020810,10.021740,0
2019.09.01,22:31,10.021640,10.021640,10.021130,10.021240,0
2019.09.01,22:32,10.021740,10.021840,10.020640,10.021640,0
2019.09.01,22:33,10.021530,10.022340,10.021440,10.021440,0
2019.09.01,22:34,10.021630,10.022340,10.021630,10.021740,0
2019.09.01,22:35,10.021640,10.022240,10.021530,10.021740,0
2019.09.01,22:36,10.021640,10.022140,10.021540,10.021930,0
2019.09.01,22:37,10.021740,10.022340,10.021540,10.022040,0
2019.09.01,22:38,10.021840,10.022430,10.021840,10.022040,0
2019.09.01,22:39,10.021940,10.022440,10.021740,10.022240,0
2019.09.01,22:40,10.022140,10.024380,10.021940,10.024340,0
2019.09.01,22:41,10.024150,10.024400,10.021650,10.022840,0
2019.09.01,22:42,10.023150,10.023390,10.022740,10.023240,0
2019.09.01,22:43,10.023140,10.023390,10.022760,10.023200,0
2019.09.01,22:44,10.023180,10.023550,10.023130,10.023360,0
2019.09.01,22:45,10.023360,10.024460,10.023340,10.024250,0
2019.09.01,22:46,10.024460,10.024900,10.024040,10.024340,0
2019.09.01,22:47,10.024340,10.024350,10.024340,10.024350,0
2019.09.01,22:48,10.024350,10.024350,10.023670,10.024040,0
2019.09.01,22:49,10.024140,10.024140,10.023240,10.023740,0
2019.09.01,22:50,10.023840,10.023940,10.023360,10.023640,0
2019.09.01,22:51,10.023440,10.025240,10.023360,10.025240,0
2019.09.01,22:52,10.025140,10.025140,10.024940,10.025140,0
2019.09.01,22:53,10.025040,10.025340,10.024940,10.025340,0
2019.09.01,22:54,10.025240,10.025340,10.025060,10.025060,0
2019.09.01,22:55,10.025340,10.025440,10.018820,10.022060,0
2019.09.01,22:56,10.022080,10.022460,10.022080,10.022420,0
2019.09.01,22:57,10.022410,10.023530,10.022210,10.022440,0
2019.09.01,22:58,10.022540,10.023040,10.022000,10.022530,0
2019.09.01,22:59,10.023040,10.023040,10.022740,10.022840,0
2019.09.01,23:00,10.022940,10.023540,10.022940,10.023140,0
2019.09.01,23:01,10.023040,10.023840,10.022940,10.023140,0
2019.09.01,23:02,10.023640,10.023640,10.023140,10.023140,0
2019.09.01,23:03,10.023040,10.023870,10.022620,10.023710,0
2019.09.01,23:04,10.023790,10.023790,10.022750,10.022750,0
2019.09.01,23:05,10.023440,10.023580,10.022740,10.022740,0
2019.09.01,23:06,10.023780,10.023820,10.023040,10.023340,0
2019.09.01,23:07,10.023240,10.023740,10.023040,10.023440,0
2019.09.01,23:08,10.023340,10.023840,10.023240,10.023440,0
2019.09.01,23:09,10.022840,10.023640,10.022740,10.023540,0
2019.09.01,23:10,10.023340,10.023850,10.022740,10.023850,0
2019.09.01,23:11,10.023850,10.023850,10.022840,10.023040,0
2019.09.01,23:12,10.023540,10.023540,10.023220,10.023280,0
2019.09.01,23:13,10.023280,10.023280,10.023170,10.023230,0
2019.09.01,23:14,10.023230,10.023530,10.023150,10.023210,0
2019.09.01,23:15,10.023110,10.023290,10.023000,10.023290,0
2019.09.01,23:16,10.022290,10.022640,10.022130,10.022540,0
2019.09.01,23:17,10.022440,10.022540,10.022160,10.022440,0
2019.09.01,23:18,10.022340,10.022340,10.022110,10.022240,0
2019.09.01,23:19,10.022140,10.023180,10.022130,10.023070,0
2019.09.01,23:20,10.023070,10.023150,10.022160,10.022240,0
2019.09.01,23:21,10.022240,10.022400,10.021870,10.022130,0
2019.09.01,23:22,10.022960,10.022960,10.022870,10.022880,0
2019.09.01,23:23,10.022880,10.023040,10.022830,10.022980,0
2019.09.01,23:24,10.022980,10.022980,10.022700,10.022700,0
2019.09.01,23:25,10.022700,10.023030,10.022700,10.022930,0
2019.09.01,23:26,10.022940,10.023040,10.022910,10.022920,0
2019.09.01,23:27,10.022820,10.023040,10.022610,10.022610,0
2019.09.01,23:28,10.022610,10.022840,10.022360,10.022540,0
2019.09.01,23:29,10.022540,10.023040,10.022450,10.023040,0
2019.09.01,23:30,10.022930,10.023140,10.022180,10.022430,0
2019.09.01,23:31,10.022940,10.023040,10.022220,10.023040,0
2019.09.01,23:32,10.022940,10.022940,10.021850,10.022640,0
2019.09.01,23:33,10.022740,10.022740,10.022000,10.022440,0
2019.09.01,23:34,10.022340,10.022740,10.022140,10.022740,0
2019.09.01,23:35,10.022640,10.023040,10.022340,10.023040,0
2019.09.01,23:36,10.022940,10.023040,10.022240,10.022240,0
2019.09.01,23:37,10.022740,10.022740,10.022240,10.022240,0
2019.09.01,23:38,10.022240,10.022390,10.022200,10.022390,0
2019.09.01,23:39,10.022720,10.022720,10.022340,10.022340,0
2019.09.01,23:40,10.022440,10.022440,10.022270,10.022270,0
2019.09.01,23:41,10.022180,10.022440,10.022170,10.022170,0
2019.09.01,23:42,10.022170,10.022540,10.022140,10.022210,0
2019.09.01,23:43,10.022210,10.022530,10.022210,10.022210,0
2019.09.01,23:44,10.022210,10.022640,10.022180,10.022250,0
2019.09.01,23:45,10.022250,10.022640,10.022250,10.022280,0
2019.09.01,23:46,10.022280,10.022540,10.022160,10.022220,0
2019.09.01,23:47,10.023080,10.023340,10.022980,10.023160,0
2019.09.01,23:48,10.023190,10.023230,10.022240,10.022290,0
2019.09.01,23:49,10.022130,10.022180,10.022020,10.022180,0
2019.09.01,23:50,10.022180,10.022230,10.022180,10.022230,0
2019.09.01,23:51,10.022230,10.022230,10.022180,10.022180,0
2019.09.01,23:52,10.022180,10.022240,10.022180,10.022240,0
2019.09.01,23:53,10.022240,10.022240,10.014840,10.017410,0
2019.09.01,23:54,10.017330,10.019040,10.015040,10.015500,0
2019.09.01,23:55,10.015460,10.022960,10.015360,10.021430,0
2019.09.01,23:56,10.021430,10.021440,10.021410,10.021410,0
2019.09.01,23:57,10.021410,10.021410,10.021260,10.021280,0
2019.09.01,23:58,10.021280,10.021310,10.021130,10.021140,0
2019.09.01,23:59,10.021140,10.021240,10.021140,10.021240,0
2019.09.02,00:00,10.021240,10.021240,10.021070,10.021160,0
2019.09.02,00:01,10.021160,10.021190,10.021150,10.021190,0
2019.09.02,00:02,10.021190,10.021840,10.021040,10.021840,0
2019.09.02,00:03,10.021880,10.021880,10.021630,10.021630,0
2019.09.02,00:04,10.021630,10.021640,10.021630,10.021640,0
2019.09.02,00:05,10.021640,10.021640,10.021630,10.021630,0
2019.09.02,00:06,10.021630,10.021640,10.021570,10.021570,0
2019.09.02,00:07,10.021630,10.021630,10.021510,10.021510,0
2019.09.02,00:08,10.021490,10.021500,10.021490,10.021500,0
2019.09.02,00:09,10.021500,10.021580,10.021430,10.021430,0
2019.09.02,00:10,10.021430,10.021490,10.021430,10.021490,0
2019.09.02,00:11,10.021490,10.021710,10.021490,10.021710,0
2019.09.02,00:12,10.021710,10.021710,10.021710,10.021710,0
2019.09.02,00:13,10.021710,10.021710,10.021660,10.021660,0
2019.09.02,00:14,10.021660,10.021660,10.021660,10.021660,0
2019.09.02,00:15,10.021660,10.021660,10.021660,10.021660,0
2019.09.02,00:16,10.021660,10.021660,10.021660,10.021660,0
2019.09.02,00:17,10.021660,10.021660,10.021650,10.021660,0
2019.09.02,00:18,10.021660,10.021660,10.021650,10.021660,0
2019.09.02,00:19,10.021660,10.021660,10.021660,10.021660,0
2019.09.02,00:20,10.021660,10.021660,10.021650,10.021650,0
2019.09.02,00:21,10.021650,10.021660,10.021650,10.021660,0
2019.09.02,00:22,10.021660,10.021660,10.021660,10.021660,0
2019.09.02,00:23,10.021660,10.021660,10.021660,10.021660,0
2019.09.02,00:24,10.021660,10.021820,10.021180,10.021180,0
2019.09.02,00:25,10.021570,10.021730,10.021530,10.021630,0
2019.09.02,00:26,10.021070,10.021270,10.021070,10.021260,0
2019.09.02,00:27,10.021220,10.021220,10.021220,10.021220,0
2019.09.02,00:28,10.021220,10.021220,10.021220,10.021220,0
2019.09.02,00:29,10.021220,10.021290,10.021060,10.021260,0
2019.09.02,00:30,10.021260,10.021590,10.020720,10.020930,0
2019.09.02,00:31,10.020930,10.021350,10.020930,10.021100,0
2019.09.02,00:32,10.021100,10.021570,10.021030,10.021370,0
2019.09.02,00:33,10.021370,10.021620,10.021360,10.021620,0
2019.09.02,00:34,10.021620,10.021840,10.021620,10.021840,0
